_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2812,173679360,18040820,0,2018-03-03T15:45:00,"3300 Block Harbison St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9998 Overdose Other,2703,,,-80.0334202268519,40.4771861683962
2800,174098084,18045239,6,2018-03-10T14:10:00,"1600 Block Belasco Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,1916,,,-80.0276427058881,40.4103508750544
2801,174099667,18045280,0,2018-03-10T15:00:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",N,Central Business District,2,99,7507.1 Invasion Privacy - Victim Full or Part Nude,201,,,-80.0064054983526,40.4417329215433
2802,174102766,18045408,6,2018-03-10T18:33:00,"1400 Block Columbus Ave Pittsburgh, PA 15233",N,Manchester,1,THEFT FROM AUTO,3934 Theft from Vehicle,2107,,,-80.0275766959597,40.4577428019864
2803,172638247,18029206,3,2018-02-15T03:00:00,"300 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 903 Criminal Conspiracy.,507,,,-79.9493872433643,40.4455906511163
2804,172665844,18029425,14,2018-02-15T12:18:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,,,-79.9974055086456,40.44152525429
2805,172704163,18029733,0,2018-02-15T21:00:00,"100 Block Poplargrove St Pittsburgh, PA 15210",N,Carrick,3,99,1786 Required Financial Responsibility.,2902,,,-79.9864206912336,40.3961205468545
2806,172772843,18030676,6,2018-02-17T00:45:00,"100 Block Lecky Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715,,,-80.0353399941069,40.4730028589913
2807,172774392,18030699,0,2018-02-17T02:10:00,"4000 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,3746 Immediate Notice of Accident to Police Department / 3742 Accidents Involving Death or Personal Injury,902,,,-79.9616773921585,40.4686930757733
2808,173493373,18038594,10,2018-02-28T12:20:00,"Liberty Brg Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,,,0.0,0.0
2809,-3123001900,18039831,99,2018-03-02T07:30:00,"200 Block S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1406,,,-79.8938350897272,40.4480420040043
2810,173585700,18025391,99,2018-02-15T10:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,,,-79.9085400119027,40.4704599149747
2811,173597899,18039495,27,2018-02-24T18:55:00,"1100 Block E Warrington Ave Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706,,,-79.9864329416577,40.4219570808656
2813,173850783,18042737,11,2018-03-06T16:25:00,"1000 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT OF LEASED PROPERTY,3932 Theft of Leased Property.,1203,,,-79.905733593422,40.4627400436697
2814,173853801,18042798,10,2018-03-06T18:41:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",Y,East Hills,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1306,,,-79.8668296578813,40.4533875768642
2815,173265125,18036723,26,2018-02-25T18:08:00,"3400 Block Clearfield St Pittsburgh, PA 15204",Y,Windgap,6,FLIGHT TO AVOID APPREHENSION/TRIAL/PUNISHMEN,"5126 Flight to Avoid Apprehension, Trial or Punishment.",2807,,,-80.0712822051321,40.4518493887393
2816,173268758,18036858,6,2018-02-25T16:36:00,"900 Block Freeport Rd Pittsburgh, PA 15215",Y,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 903 Criminal Conspiracy.,1201,,,-79.8943172243871,40.4880818149065
2817,173268936,18036857,6,2018-02-25T16:36:00,"900 Block Freeport Rd Pittsburgh, PA 15215",Y,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 903 Criminal Conspiracy.,1201,,,-79.8943172243871,40.4880818149065
2818,-2834002508,18037628,0,2018-02-27T01:55:00,"300 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,507,,,-79.9493872433643,40.4455906511163
2819,173279997,18036968,13,2018-02-26T04:28:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment",2902,,,-79.9873509109817,40.3918325155502
2820,173326123,18037130,23,2018-02-26T11:11:00,"800 Block N Homewood Ave Pittsburgh, PA 15208",Y,Homewood South,5,99,5505 Public Drunkenness / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,1303,,,-79.8963959471554,40.4565141470895
2821,173333391,18037355,18,2018-02-26T16:54:00,"2300 Block Centre Ave Pittsburgh, PA 15219",Y,Middle Hill,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 3503(b)(1)(i) Actual Communication,501,,,-79.9737130654986,40.4450776350026
2822,172729859,18030100,0,2018-02-16T07:50:00,"2800 Block Powell St Pittsburgh, PA 15204",N,Esplen,6,99,9999 9999 - (Misc. Incident): Vehicle damaged by fallen tree,2017,,,-80.046205928606,40.4580560133416
2823,172732762,18030102,99,2018-02-16T09:40:00,"1500 Block Chelton Ave Pittsburgh, PA 15226",Y,Brookline,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1918,,,-80.0116582378434,40.3874334236025
2824,172746348,18030190,18,2018-02-16T12:02:00,"200 Block Johnston Ave Pittsburgh, PA 15207",Y,Hazelwood,4,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(19) Purchase from Unauthorized Seller / 13(a)(30)* Delivery of Controlled Substance,1515,,,-79.94174404234,40.4061879511523
2825,172769579,18030399,27,2018-02-16T17:18:00,"400 Block Lamar St Pittsburgh, PA 15214",N,Central Business District,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,,,-79.9996070356651,40.4742053855645
2826,172771183,18030589,99,2018-02-16T12:30:00,"South Side area Pittsburgh, PA 15203",N,South Side Flats,3,LOST PROPERTY,9504 Lost Property,1702,,,0.0,0.0
2827,172771627,18030537,6,2018-02-16T21:20:00,"2600 Block N Charles St Pittsburgh, PA 15214",N,Perry South,1,THEFT,"3921 Theft by Unlawful Taking or Disposition. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2614,,,-80.01537952023,40.4681447339782
2828,172772372,18030637,27,2018-02-17T00:30:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,,,-80.0026301342114,40.4439902330403
2829,172773202,18030688,0,2018-02-17T01:54:00,"West Liberty Ave & Saw Mill Run Blvd Ramp Pittsburgh, PA 15226",Y,Bon Air,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1806,,,-80.0097019451648,40.4140920721948
2830,-3173001081,18030867,27,2018-02-17T08:00:00,"200 Block 42nd St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,902,,,-79.9605826825164,40.4701911868674
2831,174091432,18045073,27,2018-03-10T08:00:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2620,,,-79.9936768740834,40.4666167568299
2832,174094132,18039906,5,2018-03-02T09:25:00,"6200 Block Meadow St Pittsburgh, PA 15206",Y,Larimer,5,BURGLARY,3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 901 Criminal Attempt,1204,,,-79.9116066439985,40.4627748468285
2833,174094870,18045171,17,2018-03-10T12:00:00,Zone 3,N,,3,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
2834,174099482,18045307,6,2018-03-10T16:00:00,"1200 Block Commercial Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1408,,,-79.9056798975997,40.4253746419202
2835,174119040,18044572,6,2018-03-09T10:45:00,"3200 Block E Carson   (GET GO) St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1609,,,-79.9612509809008,40.423307201998
2836,174129216,18045845,0,2018-03-11T12:30:00,"3200 Block Parkview Ave Pittsburgh, PA 15213",N,South Oakland,4,99,3503(b)(1)(i) Actual Communication,409,,,-79.9537115461073,40.4294171584517
2837,174133592,18045934,0,2018-03-11T15:59:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,,,-80.0003700763045,40.4406706200369
2838,-2917017577,18045995,8,2018-03-11T17:37:00,"3600 Block Mexico St Pittsburgh, PA 15212",N,Brighton Heights,1,DANGEROUS BURNING,3301(d.1) Dangerous Burning,2701,,,-80.0417391660645,40.4799186205045
2839,174137188,18046011,99,2018-03-11T15:10:00,"Frankstown Ave & Washington Blvd Pittsburgh, PA 15208",N,Homewood West,5,FOUND PROPERTY,9489 Found Property,1207,,,-79.9080402179537,40.4586738275069
2840,172865154,18032200,18,2018-02-19T13:27:00,"Watson St & Jumonville St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,103,,,-79.977697877779,40.4377825472959
2841,172865389,18032165,99,2018-02-19T12:30:00,"400 Block Edgemont St Pittsburgh, PA 15211",N,Mount Washington,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1807,,,-80.0005902622931,40.4222486262334
2842,172865878,18032210,18,2018-02-19T12:33:00,"500 Block Tripoli St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2304,,,-80.0009369236655,40.4562499755278
2843,172872976,18032308,5,2018-02-19T16:00:00,"1300 Block Stokes Way Pittsburgh, PA 15212",N,Brighton Heights,1,BURGLARY,3502 Burglary.,2703,,,-80.0335680987877,40.4771388641911
2844,172807400,18031164,27,2018-02-17T19:52:00,"Saw Mill Run Blvd & Bausman St Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1806,,,-80.0060282749621,40.4111152878636
2845,172885990,18032535,6,2018-02-19T17:00:00,"1400 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,3206,,,-80.0078501025749,40.3923654787021
2846,172889349,18032564,6,2018-02-20T00:26:00,"4900 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2705 Recklessly Endangering Another Person.,804,,,-79.9465187330764,40.4543077827687
2847,172925236,18032202,6,2018-02-19T13:35:00,"700 Block Southcrest Dr Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4120 Identity Theft,1917,,,-80.0112415614179,40.4061821849467
2848,172933892,18032883,18,2018-02-20T12:38:00,"1200 Block Hamlin St Pittsburgh, PA 15233",Y,Manchester,1,STOLEN PROPERTY - OTHER,"13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 5121 Escape. / 9501 Bench Warrant",2107,,,-80.0225023784376,40.45333719571
2849,-3091000028,18032817,5,2018-02-20T10:00:00,"5400 Block Ellsworth Ave Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary.,709,,,-79.9364052535746,40.4526471980783
2850,-3190000909,18032978,27,2018-02-20T15:00:00,"Kirkpatrick St & Rose St Pittsburgh, PA 15219",N,Middle Hill,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,501,,,-79.9756156714688,40.4444374666385
2851,174111810,18045658,10,2018-03-11T03:21:00,"2200 Block Lutz Ave Pittsburgh, PA 15210",N,Carrick,3,TERRORISTIC THREATS,2706 Terroristic Threats.,2902,,,-79.9854221575676,40.3913222045005
2852,174112764,18045672,10,2018-03-11T03:55:00,"S 15th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 601.12 Interference with Official Duties,1702,,,-79.9834249315897,40.4288151761983
2853,174124485,18045733,2,2018-03-11T04:00:00,Zone 1,N,,1,RAPE,3121 Rape.,,,,,
2854,174126632,18045261,6,2018-03-10T14:04:00,"Beaver Ave & Cantril St Pittsburgh, PA 15233",Y,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2108,,,-80.0334419930054,40.4629650259019
2855,174129235,18045121,24,2018-03-10T09:50:00,"Wood St & 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,OBSTRUCT HIGHWAYS/PUB PASSAGES,5507 Obstructing Highways and Passages.,201,,,-79.9994983482991,40.4420996101751
2856,174133587,18045922,6,2018-03-11T15:30:00,"W Circuit Rd & Schenley Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1413,,,-79.9435081079449,40.4397010720519
2857,-2815032869,18046033,99,2018-03-11T19:00:00,"1200 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,AIDED CASE,9497 Aided Case,2107,,,-80.0227919749807,40.4538916520312
2858,174137643,18046027,11,2018-02-24T12:00:00,"2800 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,CREDIT CARDS,4106 Access Device Fraud,2022,,,-80.0543924580169,40.4525407515713
2859,174137696,18045431,10,2018-03-10T19:15:00,"Sidney St & S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children. / 3736 Reckless Driving / 3714 Careless Driving,1609,,,-79.9679706005376,40.428324820681
2860,174138445,18046043,11,2018-03-11T12:00:00,"1000 Block Vinial St Pittsburgh, PA 15212",N,East Allegheny,1,CREDIT CARDS,4106 Access Device Fraud,2304,,,-79.9926632437203,40.4574778507844
2861,174149350,18046130,3,2018-03-11T22:21:00,"100 Block Penfort St Pittsburgh, PA 15214",Y,Northview Heights,1,ROBBERY,3701 Robbery. / 2701 Simple Assault.,2609,,,-80.002822219962,40.473349600095
2862,172591764,18028643,27,2018-02-14T08:00:00,"Bates St & Atwood St Pittsburgh, PA 15213",Y,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,,,-79.9539294870386,40.4381175009301
2863,172623057,18028956,10,2018-02-14T18:16:00,"1200 Block Clairhaven St Pittsburgh, PA 15205",N,Crafton Heights,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2815,,,-80.0524492240764,40.4397546756736
2864,173283333,18033521,17,2018-02-15T12:00:00,Zone 6,N,,6,SEXUAL ASSAULT,3126(a)(7) Indecent assault of person under 13 / 3124.1 Sexual Assault,,,,,
2865,173563374,18039281,5,2018-03-01T07:00:00,"1100 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,BURGLARY,3502 Burglary.,203,,,-79.9940531273635,40.4456244656775
2866,173757669,18042018,27,2018-03-05T14:35:00,"Whited St & Bellaire Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3206,,,-80.013196222131,40.3930236383856
2867,173922413,18043346,99,2018-03-07T14:51:00,"30 Block Solar St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,MENTAL 201/302,9498 302 (Mental),2620,,,-79.9981809365087,40.4631076899586
2868,-3180000491,18043939,27,2018-03-06T10:30:00,"Foster St & 39th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,,,-79.9651685165401,40.4687007835451
2869,174021146,18044172,27,2018-03-08T20:18:00,"California Ave & Termon Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2701,,,-80.041764242183,40.4819031207229
2882,172824726,18031145,18,2018-02-17T19:10:00,"Chestnut St & Phineas St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4303 General Lighting Requirements. / 3323 Stop Signs and Yield Signs.,2304,,,-79.994668769898,40.4554046356213
2870,174026286,18044142,18,2018-03-08T19:56:00,"6700 Block Reynolds St Pittsburgh, PA 15206",Y,Point Breeze,4,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3809(a) Restriction on Alcoholic Beverages in Vehicle,1404,,,-79.9149858797707,40.4519934276342
2871,173337212,18037414,0,2018-02-26T14:59:00,"400 Block Curtin Ave Pittsburgh, PA 15210",N,Beltzhoover,3,99,9999 9999 - (Misc. Incident): ,1809,,,-79.9990075553867,40.4189486784864
2872,173402137,18037860,5,2018-02-27T12:00:00,"1400 Block Compromise St Pittsburgh, PA 15212",N,East Allegheny,1,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,2304,,,-80.00060084253,40.4585047082455
2873,-2848108962,18038260,29,2018-02-27T23:15:00,"1000 Block Lamont Way Pittsburgh, PA 15212",N,California-Kirkbride,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2507,,,-80.0217370470676,40.4600252337386
2874,173439931,18038288,14,2018-02-27T23:50:00,"6300 Block St Marie St Pittsburgh, PA 15206",N,Highland Park,5,CRIM MISCHIEF,3304 Criminal Mischief.,1106,,,-79.9161990289059,40.4675272069404
2875,173499651,18038497,13,2018-02-28T10:22:00,"600 Block Effort Way Pittsburgh, PA 15226",Y,Brookline,6,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property.,1917,,,-80.0149031363459,40.4028182802725
2876,173522495,18038897,0,2018-02-28T20:30:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,201,,,-80.001250590801,40.4389178764408
2877,173525253,18038965,0,2018-02-28T22:28:00,"300 Block knox Ave Pittsburgh, PA 15210",N,Allentown,3,99,9998 Overdose Other,1803,,,-79.9907667110183,40.4201791888329
2878,173529468,18039066,0,2018-03-01T02:15:00,"500 Block Cora St Pittsburgh, PA 15221",Y,Homewood South,5,99,4914 False Identification to Law Enforcement Authorities,1304,,,-79.8877389448718,40.4503911303486
2879,172791624,18030976,99,2018-02-17T13:45:00,"400 Block Hastings St Pittsburgh, PA 15206",N,Point Breeze,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1404,,,-79.9142081221049,40.4501675764543
2880,172802088,18031030,6,2018-02-17T03:30:00,"600 Block Elm Spring Ct Pittsburgh, PA 15220",N,Banksville,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2023,,,-80.0383867738066,40.4168431431608
2881,172813633,18031376,4,2018-02-18T02:21:00,"E Carson St & S 10th St Pittsburgh, PA 15203",Y,South Side Flats,3,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 601.12 Interference with Official Duties,1702,,,-79.9885729663411,40.4287025016859
2883,-2751023643,18031825,10,2018-02-18T21:09:00,"1500 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT,2709(a) Harassment.,1702,,,-79.9833067062384,40.4286848326994
2884,172839310,18031914,3,2018-02-18T17:30:00,"Forbes Ave & Pride St Pittsburgh, PA 15219",N,Bluff,2,ROBBERY,3701 Robbery.,103,,,-79.9851407777104,40.4376580424503
2885,172848286,18029319,0,2018-02-15T08:30:00,"800 Block E Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,99,2709(a)(2) Harassment by Following Person in Public Place(s),1806,,,-80.0058273736384,40.410667855336
2886,174138668,18046073,0,2018-03-11T20:43:00,"W Carson St & Corliss St Pittsburgh, PA 15204",Y,Esplen,6,99,13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 3714 Careless Driving / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2017,,,-80.0393807370706,40.4529108440534
2887,174139493,18046082,0,2018-03-11T20:37:00,"2300 Block California Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704,,,-80.031037488776,40.4623931483821
