id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
3171,Databases - An Overview,David Jackson,,21,,2012,4,6
3172,Bento (Database),"Jesse Russell,Ronald Cohn",9785511820590,144,Book on Demand Ltd.,2012,7,16
3173,Databases Illuminated,Ricardo,9781284068788,686,Jones & Bartlett Publishers,2014,8,6
3174,A Functional Database,Phil Trinder,9780902928619,,,,,
3175,Spotlight on: Databases,Jennifer Gipp,9780619266509,72,Course Technology,2006,5,1
3176,Numeric Databases,"Ching-Chih Chen,Peter Hernon",9780893912475,304,Ablex Publishing Corporation,1984,5,1
3177,Palaeomagnetic Database,J.D.A. Piper,9780471932550,304,Wiley,1991,8,15
3178,Probabilistic Databases,"Dan Suciu,Dan Olteanu",9781608456819,180,Morgan & Claypool,2011,7,7
3179,The Database Primer,Rose Deakin,9780712602099,,,,,
3180,Codasyl Databases,Bell  Chris,9780521259910,,Cambridge University Press,,,
3181,Database Archiving,Jack E Olson,9781281928658,291,Morgan Kaufmann Publishers,2010,1,1
3182,Online Databases,Gale Cengage Learning,9780787623012,,Gale Cengage,1999,9,30
3183,Database of Antistatics,George Wypych,9781895198355,,Chemtec Publishing,2006,9,1
3184,Databases: An Introduction,David M. Rothwell,9780077077037,353,McGraw-Hill Companies,,,
3185,Image Databases,"Vittorio Castelli,Lawrence D Bergman",9781280367502,609,Wiley-Interscience,2004,1,1
3186,DNA Databases,Lauri R. Harding,9780737735994,100,Greenhaven Press,2007,8,1
3187,Introduction to Databases,Jim Townsend,9780880228404,359,Que,1992,4,1
3188,DNA Databases,Stefan Kiesbye,9780737758917,100,Greenhaven Press,2011,10,24
3189,Moses Database,"Industrial Institute for Economic & Soci,James W. Albrecht",9789172043817,361,Coronet Books,,,
3190,Advances in Databases,Springer,9783642245787,248,Springer,2011,11,10
3191,Database Marketing,Post,9780750600361,180,Butterworth-Heinemann,1994,12,1
3192,Database Engineers,TechTarget China,,32,ZHE JIANG PUBLISHING UNITED GROUP,2015,1,19
3193,Communitybuilt Databases,Eric Pardede,9783642190476,,Springer Publishing Company,2011,1,1
3194,Spotlight on Databases,Jennifer Gipp,9781423904373,75,Course Technology,2008,3,1
3195,Oracle Database,Omar Alonso,,747,,2015,10,5
3196,Objects and Databases,"Dearle Alan,V Zicari Roberto",9786613567369,172,Springer,2010,9,27
3197,Database Directory,"Knowledge Industry Publications,American Society for Information Science",9780867292145,750,Butterworth-Heinemann,,,
3198,Database in Cloud,Jay Lincoln,,,,2015,1,27
3199,Object Databases,Springer,9783642146824,180,Springer,2011,4,11
3200,Database Assistant,Jack Rudman,9780837344744,,National Learning Corp,2014,1,1
3201,Database Law,"Christopher Rees,Simon Chalton",9780853085102,241,Jordan Publishing (GB),1998,8,1
3202,DNA Databases,L. Harding,9781417786534,,Turtleback Books,2007,6,1
3203,Object Databases,"Moira C. Norrie,Michael Grossniklaus",9783642146800,166,Springer,2010,7,30
3204,Provenance in Databases,"James Cheney,Laura Chiticariu,Wang-Chiew Tan",9781601982322,110,Now Publishers,2009,6,2
3205,Database Fundamentals,Goran Bezanov,9780955815331,136,MIG Consulting Ltd,2013,6,6
3206,"L'umanista informatico: Xml, Html, Css, Sql, Web, Internet, database, programmazione e Google per le scienze umane",Fabio Brivio,9788850328475,240,Apogeo,2009,,
3207,Database Design and SQL for DB2,James Cooper,9781583473573,504,Mc Press,2013,4,24
3208,Principles of Database Systems,Jeffrey D. Ullman,,684,Galgotia Publications Pvt Ltd,1994,7,20
3209,Databases for Production Management,"R. Companys,P. Falster,J.L. Burbidge",9781299774414,373,North-Holland,2012,1,1
3210,Advances in Spatial and Temporal Databases,"Mamoulis Nikos,Seidl Thomas,Torp Kristian,Assent Ira",9786613561022,477,Springer,2009,6,30
3211,Relational Database Management With Oracle,F.D. Rolland,9780201416473,226,Addison Wesley Publishing Company,1990,4,19
3212,INF 282: Introduction to Databases,"Carlos Coronel,Steven Morris,Peter Rob",,726,Cengage Learning,2013,,
3213,Delphi/Kylix Database Development,Eric Harmon,9780672322655,432,Sams,2001,10,23
3214,Agile Database Development,Scott W. Ambler,9781897326336,,Multi-Media Publications Inc,2006,12,12
3215,Database Programming Languages,Gavin Bierman,9783540314455,,Springer Verlag Berlin Heidelberg,2005,1,1
3216,Blackstone's Police Operational Handbook 2016: Law & Practice and Procedure Pack,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson,Clive Harfield",9780198743392,1616,"Oxford University Press, USA",2015,12,22
3217,Oracle Database 11g R2: SQL Fundamentals I,Sideris Courseware Corp,9781936930005,422,Sideris Courseware Corp.,2011,5,1
3218,Exam 98-364 MTA Database Administration Fundamentals (Microsoft Official Academic Course),MOAC (Microsoft Official Academic Course),,144,Wiley,2011,7,12
3219,Accounting and Auditing Research and Databases: Practitioner's Desk Reference,Thomas R. Weirich,9781118334423,255,John Wiley & Sons,2012,10,9
3220,Database System Approach to Management Decision Support,John J. Donovan,,,"Cambridge, Mass. : M.I.T. Center for Information Systems Research",,,
3221,Tables in Relational Databases (Introduction to Relational Databases Book 2),Douglas Kline,,12,Database,2016,2,2
3222,Clipper 5.2: A Developer's Guide (Dbms Magazine's Database Foundations),"Joseph D. Booth,Greg Lief",9781558513198,1245,M&T Books,1993,7,1
3223,Information and Database Quality,Mario Piattini,9780792375999,227,Springer,2001,11,30
3224,Cab Direct (Database),"Jesse Russell,Ronald Cohn",9785512635827,92,Book on Demand Ltd.,2012,6,10
3225,"Organic Syntheses, Database Online","Andrew S. Kende,Jeremiah P. Freeman",9780471264224,,John Wiley & Sons,2003,6,18
3226,Step By Step Databases,Alan Dillon,9780717134977,264,Gill,2003,4,14
3227,Manual On Litigation Support Databases,"Cutler and Pickering Wilmer,Deanne C. Siemer,Douglas S. Land",9780471129769,,,,,
3228,Introduction to Database on Microcomputers,Geoff Sharman,9780201150315,247,Addison Wesley Publishing Company,1987,7,
3229,Multimedia Databases In Perspective,"Maurice A.W. Houtsma,P. M. G. Apers",9783540761099,,Springer,1997,4,15
3230,Database Systems For Advances Applications,"Doheon Lee,YoonJoon Lee",9783540210474,,Springer,2004,2,24
3231,Data models and databases,David Benyon,9780749220280,81,Open University,1991,1,
3232,Book Marketing Opportunities: A Database,Marie Kiefer,9780912411125,180,Open Horizons,,,
3233,Troubleshooters: Databases Unit 6,Roy Jarratt,9780748775835,,Nelson Thornes,,,
3234,Oracle Database 12C SQL,Jason Price,,684,McGraw Hill Education,2013,10,1
3235,Database Systems for Advanced Applications,"Hiroyuki Kitagawa,Yoshiharu Ishikawa,Wenjie Li",9783642120275,680,Springer,2011,3,13
3236,Database Theory Icdt 2007,"Thomas Schwentick,Dan Suciu",9783540692690,419,Springer,2006,12,21
3237,Databases for Health Care,G Wiederhold,9783642931758,88,Springer My Copy UK,1981,5,1
3238,World Databases in Medicine,Chris J. Armstrong,9780862916138,2,Bowker-Saur,1993,12,1
3239,Dye Breaking Agents Database,"Philip E. Quinnett,Task Group Chairman",9780898523355,,,,,
3240,World Arch Database,"Thomas Van Bebber,Chris Moore",9781891858338,,Arch Hunter Books,2001,6,11
3241,Oracle Database 12c Quickstart,Michael Elliott,,,Smashwords Edition,2015,12,7
3242,Relational Databases Explained,Mark Whitehorn,9783540760320,350,Springer,1998,3,1
3243,Database Reengineering and Interoperability,"T y Cheung,J Fong,B Siu",9781461357285,350,Springer,2012,11,12
3244,Geographic Databases and GIS,Emmanuel Stefanakis,9783540690047,,Springer,,,
3245,Transportation-Markings Database,Brian Clearman,9780918941268,324,Mount Angel Abbey,2007,1,1
3246,World Databases in Physics and Mathematics,C.J. Armstrong,9781857390384,1300,Bowker-Saur,,,
3247,Designing File for Database,Diana Kendall,9780132930024,,Prentice Hall,,,
3248,Professional Linux Database Programming,Wrox Author Team,9781861004406,1000,Wrox Press,2001,2,1
3249,Data Plan: A Databased Language,"Anthony Brooker,Tony Brooker",9780077092962,372,McGraw-Hill Companies,,,
3250,Online Bibliographic Databases,J L Hall,9780810305304,383,Gale Cengage,1983,5,1
3251,Advances in Databases and Information Systems,"Tadeusz Morzy,Robert Wrembel",9781283912266,314,Springer,2013,1,9
3252,Continuous Media Databases,"Aidong Zhang,Abraham Silberschatz,Sharad Mehrotra",9781461370345,155,Springer,2012,10,4
3253,A Historical Public Debt Database,Mark A. Horton,9781283568029,27,International Monetary Fund,2010,11,1
3254,Oracle Database 12c For Beginners,Srikanth Pragada,,,,2016,6,19
3255,Database Design: Questions and Answers,George a Duckett,9781534712874,288,Createspace Independent Publishing Platform,2016,6,16
3256,Medical Image Databases,Stephen T.C. Wong,9780792382898,398,Springer,1998,9,30
3257,A Short Introduction to Databases,Viji Kumar,9781326664527,,Lulu.com,2016,5,24
3258,Pro PowerShell for Database Developers,Bryan P. Cafferky,,436,Apress,2015,10,8
3259,Virtualizing Oracle Databases on Vsphere,"Kannan Mani,Don Sullivan",9780133570243,384,Vmware Press,2014,10,7
3260,Databases and Information Systems IV,International Baltic Conference on Databases and Information Systems,9781607502265,315,Not Avail,2014,5,28
3261,Advances in Databases and Information Systems,"Barbara Catania,Mirjana Ivanović,Bernhard Thalheim",9783642155772,618,Springer,2011,3,13
3262,C# Database Basics,Michael Schmalz,9781449329013,110,O'Reilly Media,2012,1,1
3263,Accounting and Auditing Research and Databases,Thomas R. Weirich,9781283592727,274,John Wiley & Sons,2012,10,29
3264,Database Systems: Management and Design,"Phil Pratt,Philip J. Pratt,Phil Pratt",9780878355792,826,Boyd & Fraser Pub. Co.,1991,12,12
3265,Bizcomps 1993 Release Database,"Wiley-Valusource,ValuSource",9780471109112,,John Wiley & Sons,1994,6,14
3266,101 Database Exercises,"Jeffrey R. Stewart,Sandra R. McMinnis,Nancy M. Melesco",9780028007489,150,McGraw-Hill/Glencoe,1991,9,19
3267,Uncertainty in Multi-Source Databases,Premchand S. Nair,9783540032427,,Springer,2003,6,4
3268,Database Security And Integrity,Eduardo B. Fernandez,9780201144673,320,Addison Wesley Publishing Company,1981,5,1
3269,The Home Brewer's Recipe Database,Les Howarth,9780595750450,,iUniverse Star,,,
3270,A Pascal Database Book,"Julian Ullmann,Julian Ullman",9780198596424,280,"Oxford University Press, USA",1986,2,20
3271,Geographic Databases And Gis,Emmanuel Stefanakis,9783540224914,400,Springer,2009,1,1
3272,Bioinformatics Database Systems,Jason T.L. Wang,9781439812471,300,CRC Press,2016,11,9
3273,Pemrograman Database dengan Java,Irawan,,194,Maxikom,2013,,
3274,Developing Databases with Access,Wayne Freeze,9780596101466,504,O'Reilly Media,2007,4,1
3275,Database Publishing with Ventura,Edward Deleon,9781556223266,,Wordware Publishing,1993,5,1
3276,Recent Issues on Fuzzy Databases,"Gloria Bordogna,Gabriella Pasi",9783790824766,238,Physica-Verlag,2010,10,21
3277,Gale Directory of Databases 35,Gale Cengage Learning,9781414459493,3800,Gale Cengage,2012,3,16
3278,Database Management Systems,Kedar,9788184317206,228,TECHNICAL PUBLICATIONS,,,
3279,Databases in Networked Information Systems,"Aastha Madaan,Shinji Kikuchi,Subhash Bhalla",9783642371356,324,Springer,2013,3,18
3280,Personal Database Manager with Disk,Inge Beyer,9781557552228,55,Abacus Software,1993,11,1
3281,Databases for Production Management,Burbidge John L Falster P Companys Ramon,9780444598783,373,Not Avail,2014,5,14
3282,Beginning ASP Databases,"Kevin Spencer,Thearon Willis,John Kauffman",9781430254270,856,Apress,,,
3283,The Database Expert's Guide To Ideal,Earl H. Parsons Jr.,9780070485501,486,Intertext Publications,,,
3284,From Data to Database,"S. Bowers,David S. Bowers",9780442317928,192,John Wiley & Sons,1987,12,1
3285,Linux Database Design and Development,Sams Publishing,9780672318665,504,Sams,,,
3286,Database for the Small Computer User,R. A. Elbra,9780850123289,150,International Publications Service,,,
3287,Object-Oriented Databases,"Ez Nahouraii,Frederick E. Petry",9780818689291,245,Institute of Electrical & Electronics Engineers(IEEE),1991,12,1
3288,Db2  Ibm's Database Strategy,Computer Technology Research Corp,9780927695800,157,Computer Technology Research Corporation,,,
3289,Expert Oracle Database Architecture,Springer,9781430272977,832,Springer,2012,1,21
3290,World Databases in Patents,C.J. Armstrong,9781857391060,336,Bowker-Saur,,,
3291,A PROLOG Database System,Deyi Li,9780471904298,207,John Wiley & Sons,1984,6,6
3292,Essential Guide to Databases,Andy Oppel,9780130173683,300,Prentice Hall,,,
3293,World Databases in Chemistry,C.J. Armstrong,9781857391015,1212,Bowker-Saur,1995,11,
3294,Fundamentals of Database Systems,Shamkant B Navathe,9781282693210,1201,Addison-Wesley Professional,2013,5,15
3295,Fuzzy PROLOG Database System,Deyi Li,9780471927624,426,John Wiley & Sons,1990,12,11
3296,It's All About Database,Leland Benton,,47,ePubWealth.com,2011,12,7
3297,Databases in Theory and Practice,J.A. Jones,9780830626007,324,Tab Books,1987,6,28
3298,Database Issues In Gis,Derek Reeve,9780748406524,200,Taylor & Francis Group,2004,4,1
3299,Troubleshooters: Databases Unit 2,Roy Jarratt,9780748775699,,Nelson Thornes,,,
3300,Managing IMS Databases,Rex Hogan,9780894354250,464,QED Information Sciences,1992,9,15
3301,Oracle Database 11G SQL,"PRICE, JASON",9788577803354,684,BOOKMAN COMPANHIA ED,2008,1,1
3302,Java Database Developers Guide,Dora Thodler,9780761507635,,Prima Publishing,1996,11,1
3303,Fundamentals Of Active Database Systems,Sharma Chakravarthy,9781558603783,,,,,
3304,XML Im Database Publishing,Zelijko Benacic,9783838630656,84,Diplom.de,2001,1,31
3305,World Databases in Industry,C.J. Armstrong,9781857391855,852,Bowker-Saur,1994,2,1
3306,Databases for Business Users,Wayne Harris,9780273039396,208,Pearson/Education,1992,6,1
3307,Practical Oracle Database Application,Bobby Curtis,9781430262664,260,Not Avail,2014,5,28
3308,Accounting Research Database,Bimal Prodhan,9781306175104,258,Routledge,2014,6,15
3309,Keyword Search in Databases,"Jeffrey Xu Yu,Qin Lu",9781608451968,155,Morgan & Claypool,2009,12,8
3310,Database Approach to Statistics,Iman (Thomson Learning),9780534781583,,Thomson Learning,1994,1,1
3311,Introduction to Database Systems,Bruce M. Mahan,,1076,Pearson Education,,,
3312,Database Integrity: Challenges and Solutions,"Jorge Horacio Doorn,Laura C Rivero",9781322050072,353,Idea Group Publishing,2014,8,15
3313,World Databases in Social Sciences,"Chris Armstrong,R.R. Fenton",9783598243202,,K. G. Saur,1996,1,1
3314,Irischemical Information Database,Lawrence Keith,9780873718271,,CRC Press,1992,9,29
3315,Remote Database Access,"Jesse Russell,Ronald Cohn",9785512498934,136,Book on Demand Ltd.,2012,1,18
3316,Computerization And Networking Of Materials Databases,"T. I. Barry,Keith W. Reynard",9780803114371,500,ASTM International,,,
3317,Database of Cultural Activities,European Bureau for Lesser-Used Language,9789074851282,3,Brussels Information Centre,,,
3318,Relational Databases: Theory And Practice,Val Occardi,9781855540651,304,NCC Blackwell,,,
3319,Database Design Review Guidelines,William H. Inmon,9780471567769,,John Wiley & Sons,1991,4,1
3320,Database Applications Using Prolog,Robert J. Lucas,9780745803562,,,,,
3321,Oxford Psycholinguistic Database,David Quinlan,9780199617241,,Not Avail,1996,9,25
3322,Database Annotation in Molecular Biology,A. Lesk,9781280238727,253,John Wiley & Sons,2006,3,25
3323,Database Applications Reinforcement,Donald A. Drum,9780538632553,,Thomson South-Western,,,
3324,Paint & Coatings Database,Ernest Flick,9781594360046,,Plastics Design Library/William Andrew Pub.,2004,12,15
3325,Further Database Features,Kevin Waugh,9780749215774,,Open University Press,2008,,
3326,Multimedia Database in Perspective,"Peter M G Apers,Henk M Blanken,Maurice A W Houtsma",9781447109587,388,Springer My Copy UK,1997,5,16
3327,Microfile: A Database Filing Program,Joseph S. Fosegan,9780538112314,,Thomson South-Western,1999,1,1
3328,The Legal Protection of Databases,S N L Chalton,9781280174087,147,Thorogood,2001,5,31
3329,Advances in Databases and Information Systems,"Grundspenkis Janis,Kirikova Marite,Manolopoulos Yannis,Novickis Leonids",9786613563835,271,Springer,2010,3,25
