code_module,code_presentation,id_student,gender,region,highest_education,age_band,disability,wscore,sum_click
FFF,2013B,557053,M,North Region,Lower Than A Level,35-55,N,14.25,6984
FFF,2013B,557129,M,Yorkshire Region,A Level or Equivalent,0-35,N,14.8,1047
FFF,2013B,557177,M,South Region,Lower Than A Level,0-35,N,0,2471
FFF,2013B,557177,M,South Region,Lower Than A Level,0-35,N,10.3,2471
FFF,2013B,557203,M,London Region,A Level or Equivalent,0-35,N,9.625,304
FFF,2013B,557314,M,Yorkshire Region,A Level or Equivalent,0-35,N,0,3003
FFF,2013B,557314,M,Yorkshire Region,A Level or Equivalent,0-35,N,14.15,3003
FFF,2013B,557345,M,East Anglian Region,A Level or Equivalent,0-35,N,0,9394
FFF,2013B,557345,M,East Anglian Region,A Level or Equivalent,0-35,N,19.45,9394
FFF,2013B,557388,M,South Region,Lower Than A Level,0-35,N,0,6178
FFF,2013B,557388,M,South Region,Lower Than A Level,0-35,N,15.9,6178
FFF,2013B,557445,F,North Region,A Level or Equivalent,0-35,N,0,10207
FFF,2013B,557445,F,North Region,A Level or Equivalent,0-35,N,15.6,10207
FFF,2013B,557469,M,Ireland,A Level or Equivalent,0-35,N,0,201
FFF,2013B,557469,M,Ireland,A Level or Equivalent,0-35,N,10.375,201
FFF,2013B,557542,M,West Midlands Region,A Level or Equivalent,0-35,N,11.08333333,580
FFF,2013B,557586,M,Ireland,HE Qualification,0-35,N,0,1909
FFF,2013B,557586,M,Ireland,HE Qualification,0-35,N,11.75,1909
FFF,2013B,557710,F,Scotland,HE Qualification,35-55,Y,0,15300
FFF,2013B,557710,F,Scotland,HE Qualification,35-55,Y,17.35,15300
FFF,2013B,557735,M,South West Region,Lower Than A Level,0-35,N,0,1654
FFF,2013B,557735,M,South West Region,Lower Than A Level,0-35,N,14.75,1654
FFF,2013B,557773,M,South Region,A Level or Equivalent,35-55,N,0,1415
FFF,2013B,557773,M,South Region,A Level or Equivalent,35-55,N,3.666666667,1415
FFF,2013B,557787,M,London Region,A Level or Equivalent,0-35,N,0,1394
FFF,2013B,557787,M,London Region,A Level or Equivalent,0-35,N,15.95,1394
FFF,2013B,557792,M,South Region,Lower Than A Level,0-35,N,7.75,283
FFF,2013B,557811,M,East Midlands Region,A Level or Equivalent,0-35,N,0,3385
FFF,2013B,557811,M,East Midlands Region,A Level or Equivalent,0-35,N,15.65,3385
FFF,2013B,557840,M,West Midlands Region,Lower Than A Level,0-35,N,0,6408
FFF,2013B,557840,M,West Midlands Region,Lower Than A Level,0-35,N,18.2,6408
FFF,2013B,557877,M,Wales,A Level or Equivalent,0-35,N,0,1699
FFF,2013B,557877,M,Wales,A Level or Equivalent,0-35,N,11.7,1699
FFF,2013B,557891,M,Yorkshire Region,A Level or Equivalent,0-35,N,0,4236
FFF,2013B,557891,M,Yorkshire Region,A Level or Equivalent,0-35,N,16.05,4236
FFF,2013B,557908,F,West Midlands Region,A Level or Equivalent,0-35,Y,10,878
FFF,2013B,558018,M,North Region,A Level or Equivalent,35-55,N,0,7291
FFF,2013B,558018,M,North Region,A Level or Equivalent,35-55,N,16.9,7291
FFF,2013B,558098,M,South Region,A Level or Equivalent,0-35,Y,0,3580
FFF,2013B,558098,M,South Region,A Level or Equivalent,0-35,Y,17.9,3580
FFF,2013B,558104,F,East Anglian Region,A Level or Equivalent,0-35,N,0,5625
FFF,2013B,558104,F,East Anglian Region,A Level or Equivalent,0-35,N,17.45,5625
FFF,2013B,558208,M,Scotland,HE Qualification,35-55,N,0,13258
FFF,2013B,558208,M,Scotland,HE Qualification,35-55,N,17.3,13258
FFF,2013B,558244,M,Wales,HE Qualification,0-35,N,0,941
FFF,2013B,558244,M,Wales,HE Qualification,0-35,N,12,941
FFF,2013B,558262,M,South Region,A Level or Equivalent,0-35,N,10.75,425
FFF,2013B,558280,M,East Midlands Region,A Level or Equivalent,0-35,N,0,1770
FFF,2013B,558280,M,East Midlands Region,A Level or Equivalent,0-35,N,11.25,1770
FFF,2013B,558404,M,London Region,Lower Than A Level,0-35,N,10.125,187
FFF,2013B,558489,M,South Region,Lower Than A Level,0-35,N,0,1815
FFF,2013B,558489,M,South Region,Lower Than A Level,0-35,N,9.95,1815
FFF,2013B,558503,M,West Midlands Region,Lower Than A Level,0-35,N,0,2899
FFF,2013B,558503,M,West Midlands Region,Lower Than A Level,0-35,N,16.95,2899
FFF,2013B,558558,M,South East Region,HE Qualification,35-55,N,0,7810
FFF,2013B,558558,M,South East Region,HE Qualification,35-55,N,17.5,7810
FFF,2013B,558597,M,North Region,A Level or Equivalent,0-35,N,0,4443
FFF,2013B,558597,M,North Region,A Level or Equivalent,0-35,N,17.45,4443
FFF,2013B,558628,M,South Region,Lower Than A Level,0-35,N,0,8738
FFF,2013B,558628,M,South Region,Lower Than A Level,0-35,N,13.25,8738
FFF,2013B,558692,M,South Region,Lower Than A Level,0-35,N,0,1485
FFF,2013B,558692,M,South Region,Lower Than A Level,0-35,N,4.75,1485
FFF,2013B,558760,M,South East Region,A Level or Equivalent,0-35,N,0,1144
FFF,2013B,558760,M,South East Region,A Level or Equivalent,0-35,N,9.35,1144
FFF,2013B,558770,F,North Western Region,Lower Than A Level,35-55,N,0,3055
FFF,2013B,558770,F,North Western Region,Lower Than A Level,35-55,N,13.7,3055
FFF,2013B,558772,F,North Western Region,A Level or Equivalent,0-35,N,0,3762
FFF,2013B,558772,F,North Western Region,A Level or Equivalent,0-35,N,15.55,3762
FFF,2013B,558776,M,South West Region,Lower Than A Level,0-35,N,10.125,343
FFF,2013B,558801,M,Wales,Lower Than A Level,35-55,N,0,5924
FFF,2013B,558801,M,Wales,Lower Than A Level,35-55,N,14.85,5924
FFF,2013B,558807,M,East Anglian Region,A Level or Equivalent,0-35,N,10.5,1448
FFF,2013B,558851,M,Yorkshire Region,Lower Than A Level,0-35,N,0,6419
FFF,2013B,558851,M,Yorkshire Region,Lower Than A Level,0-35,N,14.2,6419
FFF,2013B,558854,M,West Midlands Region,Lower Than A Level,0-35,N,12.83333333,1055
FFF,2013B,558907,F,West Midlands Region,A Level or Equivalent,0-35,N,0,4468
FFF,2013B,558907,F,West Midlands Region,A Level or Equivalent,0-35,N,18.15,4468
FFF,2013B,558915,M,South West Region,A Level or Equivalent,0-35,Y,0,6336
FFF,2013B,558915,M,South West Region,A Level or Equivalent,0-35,Y,18.65,6336
FFF,2013B,558963,M,Yorkshire Region,Lower Than A Level,0-35,N,0,2254
FFF,2013B,558963,M,Yorkshire Region,Lower Than A Level,0-35,N,14.85,2254
FFF,2013B,559004,M,Ireland,A Level or Equivalent,0-35,N,0,2554
FFF,2013B,559004,M,Ireland,A Level or Equivalent,0-35,N,16.9,2554
FFF,2013B,559058,M,South East Region,Lower Than A Level,0-35,N,0,7082
FFF,2013B,559058,M,South East Region,Lower Than A Level,0-35,N,14.95,7082
FFF,2013B,559062,M,East Midlands Region,Lower Than A Level,35-55,N,0,497
FFF,2013B,559062,M,East Midlands Region,Lower Than A Level,35-55,N,6.75,497
FFF,2013B,559155,M,North Western Region,HE Qualification,35-55,N,0,10858
FFF,2013B,559155,M,North Western Region,HE Qualification,35-55,N,18.45,10858
FFF,2013B,559325,M,North Region,Lower Than A Level,0-35,N,0,5624
FFF,2013B,559325,M,North Region,Lower Than A Level,0-35,N,18.65,5624
FFF,2013B,559335,M,Ireland,HE Qualification,0-35,N,0,2679
FFF,2013B,559335,M,Ireland,HE Qualification,0-35,N,17.95,2679
FFF,2013B,559397,M,Yorkshire Region,Lower Than A Level,0-35,N,0,849
FFF,2013B,559397,M,Yorkshire Region,Lower Than A Level,0-35,N,8.375,849
FFF,2013B,559405,M,North Region,Lower Than A Level,35-55,N,0,1775
FFF,2013B,559405,M,North Region,Lower Than A Level,35-55,N,14.58333333,1775
FFF,2013B,559423,M,East Anglian Region,A Level or Equivalent,35-55,N,0,9158
FFF,2013B,559423,M,East Anglian Region,A Level or Equivalent,35-55,N,19.55,9158
FFF,2013B,559440,M,Ireland,HE Qualification,0-35,N,0,2087
FFF,2013B,559440,M,Ireland,HE Qualification,0-35,N,13.95,2087
FFF,2013B,559449,M,North Region,Post Graduate Qualification,0-35,N,10.75,768
FFF,2013B,559451,F,Ireland,A Level or Equivalent,35-55,N,12.375,1514
FFF,2013B,559454,M,London Region,Lower Than A Level,0-35,N,0,4017
FFF,2013B,559454,M,London Region,Lower Than A Level,0-35,N,18.15,4017
FFF,2013B,559496,M,North Region,Lower Than A Level,0-35,N,7.875,764
FFF,2013B,559589,M,Ireland,A Level or Equivalent,0-35,N,0,4340
FFF,2013B,559589,M,Ireland,A Level or Equivalent,0-35,N,14.95,4340
FFF,2013B,559594,M,Yorkshire Region,Lower Than A Level,0-35,N,0,4777
FFF,2013B,559594,M,Yorkshire Region,Lower Than A Level,0-35,N,16.6,4777
FFF,2013B,559609,M,West Midlands Region,A Level or Equivalent,0-35,N,0,2817
FFF,2013B,559609,M,West Midlands Region,A Level or Equivalent,0-35,N,17.25,2817
FFF,2013B,559642,M,East Midlands Region,HE Qualification,0-35,N,0,2469
FFF,2013B,559642,M,East Midlands Region,HE Qualification,0-35,N,14.75,2469
FFF,2013B,559688,M,London Region,A Level or Equivalent,35-55,N,10.25,287
FFF,2013B,559760,M,Yorkshire Region,Lower Than A Level,35-55,N,0,6915
FFF,2013B,559760,M,Yorkshire Region,Lower Than A Level,35-55,N,16.8,6915
FFF,2013B,559768,M,West Midlands Region,Lower Than A Level,35-55,N,0,1414
FFF,2013B,559768,M,West Midlands Region,Lower Than A Level,35-55,N,7.75,1414
FFF,2013B,559770,M,South East Region,HE Qualification,35-55,N,0,6289
FFF,2013B,559770,M,South East Region,HE Qualification,35-55,N,17.15,6289
FFF,2013B,559785,M,South Region,Lower Than A Level,0-35,N,0,11858
FFF,2013B,559785,M,South Region,Lower Than A Level,0-35,N,18.5,11858
FFF,2013B,559856,M,North Region,Lower Than A Level,0-35,N,0,12110
FFF,2013B,559856,M,North Region,Lower Than A Level,0-35,N,18.2,12110
FFF,2013B,559991,M,East Anglian Region,Lower Than A Level,0-35,Y,5,600
FFF,2013B,560022,M,East Anglian Region,HE Qualification,55<=,N,0,4281
FFF,2013B,560022,M,East Anglian Region,HE Qualification,55<=,N,16.75,4281
FFF,2013B,560046,F,North Region,Post Graduate Qualification,0-35,N,0,3949
FFF,2013B,560046,F,North Region,Post Graduate Qualification,0-35,N,13,3949
FFF,2013B,560067,M,South East Region,A Level or Equivalent,0-35,N,12.625,858
FFF,2013B,560072,F,Scotland,HE Qualification,35-55,N,0,5697
FFF,2013B,560072,F,Scotland,HE Qualification,35-55,N,17.4,5697
FFF,2013B,560182,M,South Region,Lower Than A Level,35-55,Y,0,8122
FFF,2013B,560182,M,South Region,Lower Than A Level,35-55,Y,18.9,8122
FFF,2013B,560199,M,West Midlands Region,Lower Than A Level,35-55,N,0,3320
FFF,2013B,560199,M,West Midlands Region,Lower Than A Level,35-55,N,16.8,3320
FFF,2013B,560207,M,London Region,No Formal quals,0-35,N,0,7450
FFF,2013B,560207,M,London Region,No Formal quals,0-35,N,13.4,7450
FFF,2013B,560404,M,North Western Region,A Level or Equivalent,35-55,Y,0,6060
FFF,2013B,560404,M,North Western Region,A Level or Equivalent,35-55,Y,11.55,6060
FFF,2013B,560410,M,Scotland,Lower Than A Level,0-35,N,0,424
FFF,2013B,560410,M,Scotland,Lower Than A Level,0-35,N,8.25,424
FFF,2013B,560425,M,West Midlands Region,A Level or Equivalent,0-35,N,0,6592
FFF,2013B,560425,M,West Midlands Region,A Level or Equivalent,0-35,N,16.25,6592
FFF,2013B,560431,M,South West Region,A Level or Equivalent,35-55,N,0,18039
FFF,2013B,560431,M,South West Region,A Level or Equivalent,35-55,N,19.85,18039
FFF,2013B,560496,F,South East Region,A Level or Equivalent,0-35,N,0,2048
FFF,2013B,560496,F,South East Region,A Level or Equivalent,0-35,N,7.75,2048
FFF,2013B,560585,M,East Midlands Region,A Level or Equivalent,0-35,N,0,9875
FFF,2013B,560585,M,East Midlands Region,A Level or Equivalent,0-35,N,16.95,9875
FFF,2013B,928248,M,London Region,HE Qualification,55<=,N,0,2730
FFF,2013B,928248,M,London Region,HE Qualification,55<=,N,15.4,2730
FFF,2013B,962951,M,South Region,A Level or Equivalent,35-55,N,9.25,108
FFF,2013B,988019,F,London Region,A Level or Equivalent,35-55,Y,0,1627
FFF,2013B,988019,F,London Region,A Level or Equivalent,35-55,Y,11.625,1627
FFF,2013B,999174,M,South East Region,HE Qualification,55<=,N,0,6307
FFF,2013B,999174,M,South East Region,HE Qualification,55<=,N,16.1,6307
FFF,2013B,1026777,M,South Region,Lower Than A Level,35-55,N,0,552
FFF,2013B,1026777,M,South Region,Lower Than A Level,35-55,N,10.75,552
FFF,2013B,1034674,M,South East Region,A Level or Equivalent,35-55,N,0,6543
FFF,2013B,1034674,M,South East Region,A Level or Equivalent,35-55,N,16.35,6543
FFF,2013B,1054876,M,Yorkshire Region,Lower Than A Level,35-55,N,8.625,1036
FFF,2013B,1073767,F,East Midlands Region,HE Qualification,35-55,N,0,6145
FFF,2013B,1073767,F,East Midlands Region,HE Qualification,35-55,N,18.25,6145
FFF,2013B,1090738,M,Wales,A Level or Equivalent,35-55,N,0,1325
FFF,2013B,1090738,M,Wales,A Level or Equivalent,35-55,N,14.0625,1325
FFF,2013B,1097354,M,South Region,HE Qualification,35-55,N,0,3269
FFF,2013B,1097354,M,South Region,HE Qualification,35-55,N,17.1,3269
FFF,2013B,1118284,M,South Region,A Level or Equivalent,35-55,N,0,3778
FFF,2013B,1118284,M,South Region,A Level or Equivalent,35-55,N,18,3778
FFF,2013B,1337055,M,South Region,HE Qualification,35-55,N,0,2685
FFF,2013B,1337055,M,South Region,HE Qualification,35-55,N,16.55,2685
FFF,2013B,1347198,M,Wales,A Level or Equivalent,35-55,N,0,2804
FFF,2013B,1347198,M,Wales,A Level or Equivalent,35-55,N,17.65,2804
FFF,2013B,1397662,F,West Midlands Region,Lower Than A Level,35-55,N,0,7858
FFF,2013B,1397662,F,West Midlands Region,Lower Than A Level,35-55,N,11.4,7858
FFF,2013B,1436558,M,Ireland,A Level or Equivalent,35-55,N,0,3058
FFF,2013B,1436558,M,Ireland,A Level or Equivalent,35-55,N,17.3,3058
FFF,2013B,1440072,M,Scotland,HE Qualification,35-55,N,0,4366
FFF,2013B,1440072,M,Scotland,HE Qualification,35-55,N,13.75,4366
FFF,2013B,1442706,F,South East Region,HE Qualification,35-55,Y,8.875,2238
FFF,2013B,1444520,F,Scotland,HE Qualification,35-55,N,0,3501
FFF,2013B,1444520,F,Scotland,HE Qualification,35-55,N,17.45,3501
FFF,2013B,1464952,M,East Anglian Region,HE Qualification,35-55,N,0,5963
FFF,2013B,1464952,M,East Anglian Region,HE Qualification,35-55,N,14.625,5963
FFF,2013B,1500410,M,North Region,Lower Than A Level,35-55,N,0,3037
FFF,2013B,1500410,M,North Region,Lower Than A Level,35-55,N,14.05,3037
FFF,2013B,1510285,M,East Anglian Region,Lower Than A Level,35-55,N,0,4607
FFF,2013B,1510285,M,East Anglian Region,Lower Than A Level,35-55,N,15.8,4607
FFF,2013B,1531287,M,West Midlands Region,A Level or Equivalent,35-55,N,0,4822
FFF,2013B,1531287,M,West Midlands Region,A Level or Equivalent,35-55,N,17.9,4822
FFF,2013B,1532840,M,East Anglian Region,A Level or Equivalent,35-55,N,0,5707
FFF,2013B,1532840,M,East Anglian Region,A Level or Equivalent,35-55,N,16.45,5707
FFF,2013B,1534560,M,London Region,A Level or Equivalent,35-55,N,0,2367
FFF,2013B,1534560,M,London Region,A Level or Equivalent,35-55,N,14.75,2367
FFF,2013B,1536138,M,Yorkshire Region,A Level or Equivalent,35-55,N,0,1652
FFF,2013B,1536138,M,Yorkshire Region,A Level or Equivalent,35-55,N,15.65,1652
FFF,2013B,1554143,M,London Region,A Level or Equivalent,35-55,N,0,1374
FFF,2013B,1554143,M,London Region,A Level or Equivalent,35-55,N,13.875,1374
FFF,2013B,1558539,F,Scotland,Lower Than A Level,35-55,Y,0,3239
FFF,2013B,1558539,F,Scotland,Lower Than A Level,35-55,Y,10.875,3239
FFF,2013B,1562320,M,Scotland,HE Qualification,35-55,N,9.5,527
FFF,2013B,1614181,M,Yorkshire Region,Lower Than A Level,35-55,N,0,2650
FFF,2013B,1614181,M,Yorkshire Region,Lower Than A Level,35-55,N,11.6,2650
FFF,2013B,1651020,M,East Midlands Region,A Level or Equivalent,35-55,N,0,584
FFF,2013B,1651020,M,East Midlands Region,A Level or Equivalent,35-55,N,8.125,584
FFF,2013B,1668504,M,East Anglian Region,A Level or Equivalent,35-55,N,0,6667
FFF,2013B,1668504,M,East Anglian Region,A Level or Equivalent,35-55,N,18,6667
FFF,2013B,1689730,M,London Region,A Level or Equivalent,35-55,N,0,1688
FFF,2013B,1689730,M,London Region,A Level or Equivalent,35-55,N,13.83333333,1688
FFF,2013B,1699445,M,South East Region,Lower Than A Level,35-55,N,0,7215
FFF,2013B,1699445,M,South East Region,Lower Than A Level,35-55,N,15.7,7215
FFF,2013B,1720712,M,North Western Region,Lower Than A Level,35-55,N,0,4165
FFF,2013B,1720712,M,North Western Region,Lower Than A Level,35-55,N,19.15,4165
FFF,2013B,1742834,F,Scotland,Post Graduate Qualification,35-55,N,0,4350
FFF,2013B,1742834,F,Scotland,Post Graduate Qualification,35-55,N,15.6,4350
FFF,2013B,1761013,M,Wales,A Level or Equivalent,35-55,N,0,2436
FFF,2013B,1761013,M,Wales,A Level or Equivalent,35-55,N,18.65,2436
FFF,2013B,1766303,F,West Midlands Region,A Level or Equivalent,35-55,N,12.08333333,1258
FFF,2013B,1772429,M,Scotland,A Level or Equivalent,35-55,N,0,2824
FFF,2013B,1772429,M,Scotland,A Level or Equivalent,35-55,N,13.9,2824
FFF,2013B,1784775,F,North Region,HE Qualification,35-55,N,0,3146
FFF,2013B,1784775,F,North Region,HE Qualification,35-55,N,11.8125,3146
FFF,2013B,1788974,M,South West Region,HE Qualification,35-55,N,16.125,272
FFF,2013B,1809578,M,North Region,A Level or Equivalent,35-55,N,0,4372
FFF,2013B,1809578,M,North Region,A Level or Equivalent,35-55,N,17.6,4372
FFF,2013B,1813486,M,West Midlands Region,A Level or Equivalent,35-55,N,10.75,862
FFF,2013B,1821249,M,South Region,Lower Than A Level,35-55,N,0,1821
FFF,2013B,1821249,M,South Region,Lower Than A Level,35-55,N,10.25,1821
FFF,2013B,1833107,F,Ireland,Lower Than A Level,0-35,N,9.5,164
FFF,2013B,1836988,M,Scotland,HE Qualification,0-35,N,0,963
FFF,2013B,1836988,M,Scotland,HE Qualification,0-35,N,12.16666667,963
FFF,2013B,1839012,F,Scotland,Lower Than A Level,35-55,N,0,8335
FFF,2013B,1839012,F,Scotland,Lower Than A Level,35-55,N,15.85,8335
FFF,2013B,1844150,M,Yorkshire Region,A Level or Equivalent,55<=,N,0,3422
FFF,2013B,1844150,M,Yorkshire Region,A Level or Equivalent,55<=,N,11.9375,3422
FFF,2013B,1846751,M,Wales,HE Qualification,35-55,N,0,1104
FFF,2013B,1846751,M,Wales,HE Qualification,35-55,N,15.45,1104
FFF,2013B,1861445,M,Scotland,A Level or Equivalent,35-55,N,8.75,312
FFF,2013B,1867563,M,East Midlands Region,Lower Than A Level,35-55,N,9.375,307
FFF,2013B,1870830,F,South East Region,Lower Than A Level,35-55,N,0,3286
FFF,2013B,1870830,F,South East Region,Lower Than A Level,35-55,N,14.35,3286
FFF,2013B,1878918,M,Scotland,HE Qualification,35-55,N,0,6077
FFF,2013B,1878918,M,Scotland,HE Qualification,35-55,N,13.0625,6077
FFF,2013B,1882255,M,Scotland,Lower Than A Level,35-55,N,0,4379
FFF,2013B,1882255,M,Scotland,Lower Than A Level,35-55,N,17,4379
FFF,2013B,1904916,F,East Midlands Region,HE Qualification,35-55,N,0,1806
FFF,2013B,1904916,F,East Midlands Region,HE Qualification,35-55,N,9.6,1806
FFF,2013B,1905259,M,North Western Region,A Level or Equivalent,35-55,N,0,3727
FFF,2013B,1905259,M,North Western Region,A Level or Equivalent,35-55,N,17.35,3727
FFF,2013B,1907755,F,Scotland,HE Qualification,35-55,N,0,11881
FFF,2013B,1907755,F,Scotland,HE Qualification,35-55,N,19.4,11881
FFF,2013B,1913435,M,East Anglian Region,HE Qualification,0-35,N,0,2258
FFF,2013B,1913435,M,East Anglian Region,HE Qualification,0-35,N,14.66666667,2258
FFF,2013B,1917796,M,Ireland,A Level or Equivalent,35-55,N,0,1426
FFF,2013B,1917796,M,Ireland,A Level or Equivalent,35-55,N,13.7,1426
FFF,2013B,1919940,M,South West Region,A Level or Equivalent,35-55,N,0,3972
FFF,2013B,1919940,M,South West Region,A Level or Equivalent,35-55,N,18.9,3972
FFF,2013B,1930949,M,London Region,Lower Than A Level,35-55,N,13,1156
FFF,2013B,1934810,F,East Midlands Region,A Level or Equivalent,35-55,N,0,3762
FFF,2013B,1934810,F,East Midlands Region,A Level or Equivalent,35-55,N,15.75,3762
FFF,2013B,1936679,F,South East Region,A Level or Equivalent,35-55,Y,0,5151
FFF,2013B,1936679,F,South East Region,A Level or Equivalent,35-55,Y,14.65,5151
FFF,2013B,1966591,M,Scotland,HE Qualification,35-55,N,0,5898
FFF,2013B,1966591,M,Scotland,HE Qualification,35-55,N,17.4,5898
FFF,2013B,1974271,M,South East Region,A Level or Equivalent,35-55,N,0,1126
FFF,2013B,1974271,M,South East Region,A Level or Equivalent,35-55,N,16.15,1126
FFF,2013B,1990127,F,West Midlands Region,A Level or Equivalent,35-55,N,0,2542
FFF,2013B,1990127,F,West Midlands Region,A Level or Equivalent,35-55,N,12.5,2542
FFF,2013B,1997164,M,Ireland,Post Graduate Qualification,35-55,N,0,6551
FFF,2013B,1997164,M,Ireland,Post Graduate Qualification,35-55,N,18.6,6551
FFF,2013B,2000491,M,London Region,Lower Than A Level,35-55,N,0,3418
FFF,2013B,2000491,M,London Region,Lower Than A Level,35-55,N,13,3418
FFF,2013B,2001665,M,East Anglian Region,Lower Than A Level,35-55,N,0,2891
FFF,2013B,2001665,M,East Anglian Region,Lower Than A Level,35-55,N,15.9,2891
FFF,2013B,2012900,M,West Midlands Region,Lower Than A Level,0-35,N,7.625,635
FFF,2013B,2031252,F,East Anglian Region,A Level or Equivalent,35-55,N,0,2568
FFF,2013B,2031252,F,East Anglian Region,A Level or Equivalent,35-55,N,16.9375,2568
FFF,2013B,2045440,M,South East Region,HE Qualification,35-55,N,0,3484
FFF,2013B,2045440,M,South East Region,HE Qualification,35-55,N,15.55,3484
FFF,2013B,2045818,M,South East Region,Lower Than A Level,35-55,N,0,3257
FFF,2013B,2045818,M,South East Region,Lower Than A Level,35-55,N,14.8,3257
FFF,2013B,2051035,M,West Midlands Region,Lower Than A Level,0-35,N,0,3557
FFF,2013B,2051035,M,West Midlands Region,Lower Than A Level,0-35,N,16.15,3557
